date,algorand,avalanche_2,axie_infinity,binancecoin,bitcoin,bitcoin_cash,bittorrent_2,cardano,chainlink,cosmos,crypto_com_chain,decentraland,dogecoin,elrond_erd_2,eos,ethereum,ethereum_classic,fantom,filecoin,flow,ftx_token,gala,hedera_hashgraph,helium,internet_computer,iota,klay_token,kusama,leo_token,litecoin,loopring,matic_network,monero,near,okb,pancakeswap_token,polkadot,radix,ripple,shiba_inu,solana,stellar,terra_luna,tezos,the_graph,the_sandbox,theta_token,tron,uniswap,vechain,000001_ss,399001_sz,imoex_me,aord,axjo,bfx,bsesn,buk100p,bvsp,dji,fchi,ftse,gdaxi,gspc,gsptse,hsi,ipsa,ixic,jkse,jn0u_jo,klse,ks11,merv,mxx,n100,n225,nya,nz50,rut,sti,stoxx50e,ta125_ta,twii,vix,xax,oil,gold,silver,f&g_value
2017-01-11,,,,,741.0161,,,,,,,,0.0001957086613956039,,,9.128746793991773,1.1149102173656649,,,,,,,,,,,,,3.6938954624013016,,,10.965917196155527,,,,,,0.006097991985489828,,,0.0019822725729094623,,,,,,,,,3136.75390625,10215.48046875,2218.610107421875,5821.60009765625,5766.89990234375,3619.489990234375,27140.41015625,726.4400024414062,62446.0,19954.279296875,4888.7099609375,7290.5,11646.169921875,2275.320068359375,15491.5,22935.349609375,4210.1298828125,5563.64990234375,5301.23681640625,,1675.2099609375,2075.169921875,18467.759765625,45933.6484375,938.1799926757812,19364.669921875,11226.7802734375,7063.58984375,1373.300048828125,3000.93994140625,3307.93994140625,1276.43994140625,9345.740234375,11.260000228881836,2347.10009765625,52.25,1195.5999755859375,16.783000946044922,
2017-01-12,,,,,753.2917000000002,,,,,,,,0.00019962907112743328,,,9.109257054502143,1.1495925196468721,,,,,,,,,,,,,3.7587262197812845,,,11.120461367605055,,,,,,0.006113570711040088,,,0.0023434726199686655,,,,,,,,,3119.2890625,10131.23046875,2212.0,5776.7998046875,5721.10009765625,3588.85009765625,27247.16015625,727.2999877929688,63954.0,19891.0,4863.97021484375,7292.39990234375,11521.0400390625,2270.43994140625,15418.2001953125,22829.01953125,4234.9501953125,5547.490234375,5292.75,,1677.760009765625,2087.139892578125,18591.279296875,46060.98046875,933.3400268554688,19134.69921875,11204.150390625,7046.97021484375,1361.0699462890625,2993.0,3286.699951171875,1269.0799560546875,9410.1796875,11.539999961853027,2344.389892578125,53.0099983215332,1198.9000244140625,16.780000686645508,
2017-01-13,,,,,775.2239000000001,,,,,,,,0.000200073018474436,,,9.07401778343101,1.1376862149465832,,,,,,,,,,,,,3.682987653821503,,,10.52873195135617,,,,,,0.006220604957096361,,,0.0022518665163612124,,,,,,,,,3112.763916015625,10008.2998046875,2195.18994140625,,,3634.43994140625,27238.060546875,730.6799926757812,63652.0,19885.73046875,4922.490234375,7337.7998046875,11629.1796875,2274.639892578125,15497.2998046875,22937.380859375,4234.91015625,5574.1201171875,5272.98291015625,,1672.5,2076.7900390625,18885.08984375,46182.4296875,943.260009765625,19287.279296875,11227.169921875,,1372.050048828125,3025.070068359375,3324.340087890625,,9378.830078125,11.229999542236328,2352.68994140625,52.369998931884766,1195.300048828125,16.719999313354492,
2017-01-14,,,,,768.4652000000001,,,,,,,,0.00019761113415652328,,,9.11010549886668,1.1369704912420135,,,,,,,,,,,,,3.725216878613385,,,10.437592756263824,,,,,,0.006431870258307096,,,0.0023256214593586648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-15,,,,,773.7139000000001,,,,,,,,0.00019340678723024567,,,9.21205718081606,1.1202160096117288,,,,,,,,,,,,,3.6777501215078976,,,10.095948892284243,,,,,,0.006392762118717017,,,0.0023100925105774646,,,,,,,,,,,,5803.0,5748.39990234375,,,,,,,,,,,,,,,,,,,,,,,7074.93994140625,,,,,,,,,,,
2017-01-16,,,,,781.4939,,,,,,,,0.00019545619438605916,,,8.983140733690593,1.1133063732177564,,,,,,,,,,,,,3.6484046895702793,,,10.003294568690848,,,,,,0.006387359446342552,,,0.0022530301858000026,,,,,,,,,3103.427978515625,9712.7998046875,2189.070068359375,5754.7001953125,5699.39990234375,3594.580078125,27288.169921875,730.1099853515625,63831.0,,4882.18017578125,7327.10009765625,11554.7099609375,,15479.2998046875,22718.150390625,4222.47021484375,,5270.01123046875,,1658.8399658203125,2064.169921875,18997.44921875,45740.37890625,936.010009765625,19095.240234375,,7062.9599609375,,3013.1201171875,3294.530029296875,1266.4599609375,9292.330078125,,,,,,
2017-01-17,,,,,844.0353000000003,,,,,,,,0.00020068584270639843,,,9.576372266308162,1.1295469658049937,,,,,,,,,,,,,3.6586752968419716,,,11.545636269860967,,,,,,0.006314260889838828,,,0.0023673810787450127,,,,,,,,,3108.77490234375,9826.7900390625,2178.72998046875,5733.7001953125,5678.7998046875,3588.31005859375,27235.66015625,720.8599853515625,64354.0,19826.76953125,4859.68994140625,7220.39990234375,11540.0,2267.889892578125,15441.400390625,22840.970703125,4231.330078125,5538.72998046875,5266.93798828125,,1663.030029296875,2071.8701171875,18875.55078125,46002.55859375,932.8099975585938,18813.529296875,11196.2900390625,7059.27978515625,1352.3199462890625,3012.77001953125,3285.0400390625,1264.5899658203125,9354.5302734375,11.869999885559082,2330.639892578125,52.47999954223633,1212.0,17.101999282836914,
2017-01-18,,,,,821.8239999999994,,,,,,,,0.00019508540523736898,,,9.521772147894758,1.1378501147110485,,,,,,,,,,,,,3.62940322479287,,,11.212036335282702,,,,,,0.006359735806438693,,,0.0023302418051685775,,,,,,,,,3113.011962890625,9804.759765625,2170.090087890625,5745.39990234375,5692.2001953125,3584.2900390625,27257.640625,722.6599731445312,64150.0,19804.720703125,4853.39990234375,7247.60009765625,11599.3896484375,2271.889892578125,15397.900390625,23098.259765625,4267.43017578125,5555.64990234375,5294.7841796875,,1665.02001953125,2070.5400390625,18870.08984375,46360.62890625,933.5,18894.369140625,11196.099609375,7062.35986328125,1358.56005859375,3000.219970703125,3294.0,1260.949951171875,9341.9697265625,12.479999542236328,2327.280029296875,51.08000183105469,1211.300048828125,17.235000610351562,
2017-01-19,,,,,841.4353000000001,,,,,,,,0.00019689332725495487,,,9.743182793622402,1.0976589113492181,,,,,,,,,,,,,3.617564314404137,,,11.431424936232636,,,,,,0.006587829808114707,,,0.002208452202834238,,,,,,,,,3101.299072265625,9768.5703125,2162.25,5709.7001953125,5654.7998046875,3593.969970703125,27308.599609375,718.4600219726562,63951.0,19732.400390625,4841.14013671875,7208.39990234375,11596.8896484375,2263.68994140625,15409.7998046875,23049.9609375,4266.2099609375,5540.080078125,5298.9482421875,,1666.510009765625,2072.7900390625,18633.4609375,46265.26171875,933.489990234375,19072.25,11148.849609375,7048.47021484375,1345.739990234375,3008.219970703125,3290.330078125,1248.0899658203125,9318.1201171875,12.779999732971191,2347.9599609375,51.369998931884766,1200.9000244140625,16.966999053955078,
2017-01-20,,,,,833.0415000000002,,,,,,,,0.00019553071798449127,,,9.858621585760831,1.2521897927307464,,,,,,,,,,,,,3.6281544514431303,,,10.91506418530438,,,,,,0.006250669793713405,,,0.0021894631972896555,,,,,,,,,3123.138916015625,9906.1396484375,2159.9599609375,,,3588.530029296875,27034.5,717.22998046875,64521.0,19827.25,4850.669921875,7198.39990234375,11630.1298828125,2271.31005859375,15547.900390625,22885.91015625,4258.3701171875,5555.330078125,5254.31103515625,,1664.8900146484375,2065.610107421875,19039.490234375,46331.6015625,935.25,19137.91015625,11192.7900390625,,1351.8499755859375,3011.080078125,3299.43994140625,,9331.4599609375,11.539999961853027,2359.419921875,52.41999816894531,1204.300048828125,16.996999740600586,
2017-01-21,,,,,859.6970999999996,,,,,,,,0.00019354910717918716,,,10.163541977137532,1.3273890923720546,,,,,,,,,,,,,3.635913386086775,,,11.245901208768567,,,,,,0.006270511289881508,,,0.002177105067700362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-22,,,,,858.3828339959372,,,,,,,,0.00019252919552958115,,,10.039009546787913,1.2892856400409978,,,,,,,,,,,,,3.5795272294363336,,,11.20917534939252,,,,,,0.006265180798634009,,,0.0021945883829393516,,,,,,,,,,,,5668.0,5611.0,,,,,,,,,,,,,,,,,,,,,,,7067.85009765625,,,,,,,,,,,
2017-01-23,,,,,853.6122000000003,,,,,,,,0.00019250257179966477,,,9.987083131250577,1.3005194538079183,,,,,,,,,,,,,3.553987181061175,,,11.342667908295635,,,,,,0.0062201987590698735,,,0.002179299027595269,,,,,,,,,3136.77490234375,9976.1904296875,2146.090087890625,5706.2998046875,5650.10009765625,3562.429931640625,27117.33984375,712.9199829101562,65749.0,19799.849609375,4821.41015625,7151.2001953125,11545.75,2265.199951171875,15480.099609375,22898.51953125,4258.8798828125,5552.93994140625,5250.9677734375,,1671.31005859375,2065.989990234375,19470.58984375,47116.23828125,930.1900024414062,18891.029296875,11170.6201171875,7064.16015625,1347.8399658203125,3025.47998046875,3273.0400390625,1232.239990234375,9424.0498046875,11.770000457763672,2377.14990234375,52.75,1215.0,17.149999618530273,
2017-01-24,,,,,825.4106999999999,,,,,,,,0.00018741629739462743,,,9.69025334827544,1.2766165693221672,,,,,,,,,,,,,3.4790211102337603,,,10.873899618518406,,,,,,0.006117509326715354,,,0.0020891783565111684,,,,,,,,,3142.552978515625,9941.5498046875,2174.590087890625,5726.0,5671.5,3559.449951171875,27375.580078125,712.8200073242188,65840.0,19912.7109375,4830.02978515625,7150.2998046875,11594.9404296875,2280.070068359375,15610.7001953125,22949.859375,4276.0400390625,5600.9599609375,5292.087890625,,1680.68994140625,2065.760009765625,19366.939453125,48149.609375,931.4500122070312,18787.990234375,11249.2802734375,7090.91015625,1369.2099609375,3041.949951171875,3281.530029296875,1239.1500244140625,9447.9501953125,11.06999969482422,2405.89990234375,53.18000030517578,1210.300048828125,17.14900016784668,
2017-01-25,,,,,831.1324999999999,,,,,,,,0.00018869453051872446,,,9.741020150922242,1.199991454701862,,,,,,,,,,,,,3.5016801246548424,,,10.946182480794656,,,,,,0.006064142862946848,,,0.0020167298246462286,,,,,,,,,3149.554931640625,9977.9599609375,2176.0,,,3605.050048828125,27708.140625,714.969970703125,,20068.509765625,4877.669921875,7164.39990234375,11806.0498046875,2298.3701171875,15643.7998046875,23049.119140625,4296.0498046875,5656.33984375,5293.7822265625,,1683.9300537109375,2066.93994140625,19406.630859375,48275.828125,939.5499877929688,19057.5,11339.0498046875,7113.31982421875,1382.43994140625,3039.93994140625,3326.14990234375,1248.0799560546875,,10.8100004196167,2453.360107421875,52.75,1197.300048828125,16.944000244140625,
2017-01-26,,,,,857.0326999999999,,,,,,,,0.00019374268912238966,,,9.882668996960081,1.2452515851686767,,,,,,,,,,,,,3.564639885004734,,,11.17692416788384,,,,,,0.006248728631139657,,,0.002057005813996679,,,,,,,,,3159.166015625,10052.0498046875,2229.199951171875,5765.60009765625,5714.0,3610.2099609375,,713.3699951171875,66191.0,20100.91015625,4867.240234375,7161.5,11848.6298828125,2296.679931640625,15615.5,23374.169921875,4311.509765625,5655.18017578125,5317.6328125,,1692.219970703125,2083.590087890625,19180.400390625,47611.44140625,937.4500122070312,19402.390625,11313.1201171875,7134.259765625,1375.5999755859375,3051.780029296875,3319.1298828125,1250.2900390625,,10.630000114440918,2458.25,53.77999877929688,1189.5,16.81399917602539,
2017-01-27,,,,,858.4133,,,,,,,,0.00019571210630331686,,,9.824707269953235,1.1965414143174107,,,,,,,,,,,,,3.5963965707756227,,,11.409156725976393,,,,,,0.005982707071587058,,,0.0020649687376774702,,,,,,,,,,,2266.050048828125,,,3605.300048828125,27882.4609375,716.3900146484375,66034.0,20093.779296875,4839.97998046875,7184.5,11814.26953125,2294.68994140625,15575.7998046875,23360.779296875,4275.72021484375,5660.77978515625,5312.83984375,,1686.3599853515625,,19215.779296875,47421.12109375,934.1199951171876,19467.400390625,11283.1904296875,,1370.699951171875,3064.85009765625,3303.330078125,,,10.579999923706056,2455.3701171875,53.16999816894531,1188.0999755859375,17.100000381469727,
2017-01-28,,,,,860.2162999999996,,,,,,,,0.00019531886664154012,,,9.866457787038783,1.2245471075637466,,,,,,,,,,,,,3.5853978304051637,,,12.063442483269293,,,,,,0.005934847012154372,,,0.0020499479441887757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-29,,,,,853.2889000000006,,,,,,,,0.00019423980458837444,,,9.736080517187103,1.2134602318566305,,,,,,,,,,,,,3.5664550381617492,,,11.739655545744942,,,,,,0.005972091202629788,,,0.0020768838583700025,,,,,,,,,,,,5714.2998046875,5661.5,,,,,,,,,,,,,,,,,,,,,,,7085.56005859375,,,,,,,,,,,
2017-01-30,,,,,860.6615391773739,,,,,,,,0.00019477054616472077,,,9.877995652245007,1.2615681293385288,,,,,,,,,,,,,3.7522215524526197,,,11.87391126147153,,,,,,0.005954601570477857,,,0.0023053989445023337,,,,,,,,,,,2234.139892578125,5675.0,5620.89990234375,3564.949951171875,27849.560546875,709.219970703125,64302.0,19971.130859375,4784.64013671875,7118.5,11681.8896484375,2280.89990234375,15405.099609375,,4209.77978515625,5613.7099609375,5302.662109375,,,,18777.5,47091.8203125,923.6199951171876,19368.849609375,11205.240234375,7050.75,1352.3299560546875,,3262.719970703125,1240.739990234375,,11.880000114440918,2417.52001953125,52.630001068115234,1193.199951171875,17.121999740600586,
2017-01-31,,,,,897.0729000000002,,,,,,,,0.00019531212358069104,,,9.892231818852634,1.2596347771299314,,,,,,,,,,,,,3.7539829308463286,,,12.14163145676645,,,,,,0.005868416138158267,,,0.0021978774456833288,,,,,,,,,,,2217.389892578125,5704.0,5653.2001953125,3542.27001953125,27655.9609375,709.3800048828125,64671.0,19864.08984375,4748.89990234375,7099.2001953125,11535.3095703125,2278.8701171875,15386.0,,4199.5,5614.7900390625,5294.10302734375,,1671.5400390625,2067.570068359375,19062.58984375,47001.05859375,916.7000122070312,19041.33984375,11222.9599609375,7055.509765625,1361.8199462890625,3046.800048828125,3230.679931640625,1242.9599609375,,11.989999771118164,2436.18994140625,52.810001373291016,1208.5999755859375,17.511999130249023,
2017-02-01,,,,,916.3134813374655,,,,,,,,0.00019266437004802388,,,9.93888930936695,1.2631478414180506,,,,,,,,,,,,,3.7693347140981186,,,12.342382865768775,,,,,,0.006029673372416165,,,0.002181716381978677,,,,,,,,,,,2231.679931640625,5696.39990234375,5645.39990234375,3575.199951171875,28141.640625,708.6699829101562,64836.0,19890.939453125,4794.580078125,7107.7001953125,11659.5,2279.550048828125,15402.400390625,23318.390625,4204.2001953125,5642.64990234375,5327.1611328125,,,2080.47998046875,19200.759765625,47009.51171875,923.8499755859376,19148.080078125,11207.240234375,7053.5400390625,1361.22998046875,3067.489990234375,3258.919921875,1254.1099853515625,,11.8100004196167,2433.570068359375,53.880001068115234,1205.5999755859375,17.420000076293945,
2017-02-02,,,,,937.0508979090198,,,,,,,,0.00019581173464344113,,,10.04745454351134,1.2640108781414616,,,,,,,,,,,,,3.7774041546452617,,,12.186411901895463,,,,,,0.006010557609515318,,,0.0022547723458611656,,,,,,,,,,,2217.56005859375,5672.5,5621.60009765625,3586.830078125,28226.609375,712.47998046875,64578.0,19884.91015625,4794.2900390625,7140.7998046875,11627.9501953125,2280.85009765625,15399.099609375,23184.51953125,4226.06982421875,5636.2001953125,5353.712890625,,1673.47998046875,2071.010009765625,19374.990234375,47095.0703125,926.3200073242188,18914.580078125,11215.3896484375,7094.3798828125,1357.4300537109375,3044.080078125,3253.610107421875,1248.68994140625,9428.9697265625,11.93000030517578,2440.93994140625,53.540000915527344,1216.699951171875,17.402000427246094,
2017-02-03,,,,,941.2705000000004,,,,,,,,0.00019293811898530322,,,10.138753079503568,1.260660135852104,,,,,,,,,,,,,3.7164698753889795,,,11.755343021665455,,,,,,0.006026140840569504,,,0.002206155237741182,,,,,,,,,3140.169921875,10004.83984375,2226.610107421875,,,3606.159912109375,28240.51953125,717.8400268554688,64954.0,20071.4609375,4825.419921875,7188.2998046875,11651.490234375,2297.419921875,15476.400390625,23129.2109375,4261.97998046875,5666.77001953125,5360.76708984375,,1685.010009765625,2073.159912109375,19200.5,47225.1015625,932.52001953125,18918.19921875,11310.740234375,,1377.8399658203125,3041.93994140625,3273.110107421875,,9455.5595703125,10.970000267028809,2465.139892578125,53.83000183105469,1218.5,17.452999114990234,
2017-02-04,,,,,958.1295000000002,,,,,,,,0.00019426511437614985,,,10.505484805265068,1.2884687992802066,,,,,,,,,,,,,3.7031379166231657,,,11.58840799492105,,,,,,0.006006674690169594,,,0.002215424769985391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-05,,,,,943.3234339689021,,,,,,,,0.0001917748976800691,,,10.428367840637947,1.2894038760754818,,,,,,,,,,,,,3.6696968734626867,,,11.761016871025145,,,,,,0.005978070793652387,,,0.002186420817201375,,,,,,,,,,,,5665.39990234375,5615.60009765625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-06,,,,,953.2265914418593,,,,,,,,0.00019248683839386558,,,10.508189255905839,1.3677188162352225,,,,,,,,,,,,,3.6821336261267756,,,11.830077409127316,,,,,,0.005996563109276196,,,0.002203236841391161,,,,,,,,,3156.98388671875,10078.73046875,2210.510009765625,5672.60009765625,5621.89990234375,3578.10009765625,28439.279296875,715.8099975585938,63993.0,20052.419921875,4778.080078125,7172.2001953125,11509.83984375,2292.56005859375,15456.900390625,23348.240234375,4247.169921875,5663.5498046875,5395.9951171875,,1691.239990234375,2077.659912109375,19248.66015625,,924.030029296875,18976.7109375,11264.1103515625,7067.0498046875,1366.6600341796875,3056.909912109375,3238.31005859375,1248.8499755859375,9538.009765625,11.369999885559082,2461.050048828125,53.0099983215332,1230.0,17.66699981689453,
2017-02-07,,,,,984.8361000000001,,,,,,,,0.0001909237790021533,,,10.708317672380387,1.4236337346647647,,,,,,,,,,,,,3.741377415022663,,,12.086627914562357,,,,,,0.006066365591726105,,,0.0022122518955777462,,,,,,,,,3153.087890625,10055.5703125,2218.77001953125,5703.39990234375,5651.39990234375,3589.7099609375,28335.16015625,716.489990234375,64199.0,20090.2890625,4754.47021484375,7186.2001953125,11549.4404296875,2293.080078125,15498.7998046875,23331.5703125,4257.77978515625,5674.22021484375,5381.47509765625,,1688.8399658203125,2075.2099609375,19194.3203125,46728.94921875,923.02001953125,18910.779296875,11243.3798828125,7066.27001953125,1361.06005859375,3071.639892578125,3235.7099609375,1252.77001953125,9554.5595703125,11.289999961853027,2459.909912109375,52.16999816894531,1234.199951171875,17.732999801635742,
2017-02-08,,,,,986.5853000000001,,,,,,,,0.00019501835769621188,,,10.597063885937539,1.3555831732605654,,,,,,,,,,,,,3.6952377946524195,,,11.904085149774884,,,,,,0.006009440439806147,,,0.0020969469362920336,,,,,,,,,3166.98193359375,10130.1201171875,2189.610107421875,5717.7001953125,5664.60009765625,3584.030029296875,28289.919921875,718.280029296875,64835.0,20054.33984375,4766.60009765625,7188.7998046875,11543.3798828125,2294.669921875,15554.0,23485.130859375,4267.330078125,5682.4501953125,5361.087890625,,1688.5,2065.080078125,19147.919921875,46921.7109375,924.5499877929688,19007.599609375,11251.7998046875,7121.6298828125,1358.739990234375,3066.530029296875,3238.0400390625,1244.8699951171875,9543.25,11.449999809265137,2467.219970703125,52.34000015258789,1237.5999755859375,17.683000564575195,
2017-02-09,,,,,921.4008000000001,,,,,,,,0.00019721291059792025,,,10.244479263471112,1.1919864073219555,,,,,,,,,,,,,3.532707708386507,,,11.259763198131104,,,,,,0.005913942009870581,,,0.002016052600730362,,,,,,,,,3183.178955078125,10182.73046875,2173.97998046875,5771.60009765625,5720.60009765625,3611.669921875,28329.69921875,722.6500244140625,64965.0,20172.400390625,4826.240234375,7229.5,11642.8603515625,2307.8701171875,15617.2998046875,23525.140625,4296.14990234375,5715.18017578125,5372.0771484375,,,2065.8798828125,19302.25,47232.171875,934.1799926757812,18907.669921875,11327.6796875,7104.43994140625,1378.530029296875,3079.9599609375,3277.7900390625,1253.68994140625,9590.1796875,10.880000114440918,2469.800048828125,53.0,1235.0999755859375,17.719999313354492,
