date,000001_ss,399001_sz,imoex_me,aord,axjo,bfx,bsesn,buk100p,bvsp,dji,fchi,ftse,gdaxi,gspc,gsptse,hsi,ipsa,ixic,jkse,jn0u_jo,klse,ks11,merv,mxx,n100,n225,nya,nz50,rut,sti,stoxx50e,ta125_ta,twii,vix,xax
2017-01-13,3112.763916015625,10008.2998046875,2195.18994140625,,,3634.43994140625,27238.060546875,730.6799926757812,63652.0,19885.73046875,4922.490234375,7337.7998046875,11629.1796875,2274.639892578125,15497.2998046875,22937.380859375,4234.91015625,5574.1201171875,5272.98291015625,,1672.5,2076.7900390625,18885.08984375,46182.4296875,943.260009765625,19287.279296875,11227.169921875,,1372.050048828125,3025.070068359375,3324.340087890625,,9378.830078125,11.229999542236328,2352.68994140625
2017-01-15,,,,5803.0,5748.39990234375,,,,,,,,,,,,,,,,,,,,,,,7074.93994140625,,,,,,,
2017-01-16,3103.427978515625,9712.7998046875,2189.070068359375,5754.7001953125,5699.39990234375,3594.580078125,27288.169921875,730.1099853515625,63831.0,,4882.18017578125,7327.10009765625,11554.7099609375,,15479.2998046875,22718.150390625,4222.47021484375,,5270.01123046875,,1658.8399658203125,2064.169921875,18997.44921875,45740.37890625,936.010009765625,19095.240234375,,7062.9599609375,,3013.1201171875,3294.530029296875,1266.4599609375,9292.330078125,,
2017-01-17,3108.77490234375,9826.7900390625,2178.72998046875,5733.7001953125,5678.7998046875,3588.31005859375,27235.66015625,720.8599853515625,64354.0,19826.76953125,4859.68994140625,7220.39990234375,11540.0,2267.889892578125,15441.400390625,22840.970703125,4231.330078125,5538.72998046875,5266.93798828125,,1663.030029296875,2071.8701171875,18875.55078125,46002.55859375,932.8099975585938,18813.529296875,11196.2900390625,7059.27978515625,1352.3199462890625,3012.77001953125,3285.0400390625,1264.5899658203125,9354.5302734375,11.869999885559082,2330.639892578125
2017-01-18,3113.011962890625,9804.759765625,2170.090087890625,5745.39990234375,5692.2001953125,3584.2900390625,27257.640625,722.6599731445312,64150.0,19804.720703125,4853.39990234375,7247.60009765625,11599.3896484375,2271.889892578125,15397.900390625,23098.259765625,4267.43017578125,5555.64990234375,5294.7841796875,,1665.02001953125,2070.5400390625,18870.08984375,46360.62890625,933.5,18894.369140625,11196.099609375,7062.35986328125,1358.56005859375,3000.219970703125,3294.0,1260.949951171875,9341.9697265625,12.479999542236328,2327.280029296875
2017-01-19,3101.299072265625,9768.5703125,2162.25,5709.7001953125,5654.7998046875,3593.969970703125,27308.599609375,718.4600219726562,63951.0,19732.400390625,4841.14013671875,7208.39990234375,11596.8896484375,2263.68994140625,15409.7998046875,23049.9609375,4266.2099609375,5540.080078125,5298.9482421875,,1666.510009765625,2072.7900390625,18633.4609375,46265.26171875,933.489990234375,19072.25,11148.849609375,7048.47021484375,1345.739990234375,3008.219970703125,3290.330078125,1248.0899658203125,9318.1201171875,12.779999732971191,2347.9599609375
2017-01-20,3123.138916015625,9906.1396484375,2159.9599609375,,,3588.530029296875,27034.5,717.22998046875,64521.0,19827.25,4850.669921875,7198.39990234375,11630.1298828125,2271.31005859375,15547.900390625,22885.91015625,4258.3701171875,5555.330078125,5254.31103515625,,1664.8900146484375,2065.610107421875,19039.490234375,46331.6015625,935.25,19137.91015625,11192.7900390625,,1351.8499755859375,3011.080078125,3299.43994140625,,9331.4599609375,11.539999961853027,2359.419921875
2017-01-22,,,,5668.0,5611.0,,,,,,,,,,,,,,,,,,,,,,,7067.85009765625,,,,,,,
2017-01-23,3136.77490234375,9976.1904296875,2146.090087890625,5706.2998046875,5650.10009765625,3562.429931640625,27117.33984375,712.9199829101562,65749.0,19799.849609375,4821.41015625,7151.2001953125,11545.75,2265.199951171875,15480.099609375,22898.51953125,4258.8798828125,5552.93994140625,5250.9677734375,,1671.31005859375,2065.989990234375,19470.58984375,47116.23828125,930.1900024414062,18891.029296875,11170.6201171875,7064.16015625,1347.8399658203125,3025.47998046875,3273.0400390625,1232.239990234375,9424.0498046875,11.770000457763672,2377.14990234375
2017-01-24,3142.552978515625,9941.5498046875,2174.590087890625,5726.0,5671.5,3559.449951171875,27375.580078125,712.8200073242188,65840.0,19912.7109375,4830.02978515625,7150.2998046875,11594.9404296875,2280.070068359375,15610.7001953125,22949.859375,4276.0400390625,5600.9599609375,5292.087890625,,1680.68994140625,2065.760009765625,19366.939453125,48149.609375,931.4500122070312,18787.990234375,11249.2802734375,7090.91015625,1369.2099609375,3041.949951171875,3281.530029296875,1239.1500244140625,9447.9501953125,11.06999969482422,2405.89990234375
2017-01-25,3149.554931640625,9977.9599609375,2176.0,,,3605.050048828125,27708.140625,714.969970703125,,20068.509765625,4877.669921875,7164.39990234375,11806.0498046875,2298.3701171875,15643.7998046875,23049.119140625,4296.0498046875,5656.33984375,5293.7822265625,,1683.9300537109375,2066.93994140625,19406.630859375,48275.828125,939.5499877929688,19057.5,11339.0498046875,7113.31982421875,1382.43994140625,3039.93994140625,3326.14990234375,1248.0799560546875,,10.8100004196167,2453.360107421875
2017-01-26,3159.166015625,10052.0498046875,2229.199951171875,5765.60009765625,5714.0,3610.2099609375,,713.3699951171875,66191.0,20100.91015625,4867.240234375,7161.5,11848.6298828125,2296.679931640625,15615.5,23374.169921875,4311.509765625,5655.18017578125,5317.6328125,,1692.219970703125,2083.590087890625,19180.400390625,47611.44140625,937.4500122070312,19402.390625,11313.1201171875,7134.259765625,1375.5999755859375,3051.780029296875,3319.1298828125,1250.2900390625,,10.630000114440918,2458.25
2017-01-27,,,2266.050048828125,,,3605.300048828125,27882.4609375,716.3900146484375,66034.0,20093.779296875,4839.97998046875,7184.5,11814.26953125,2294.68994140625,15575.7998046875,23360.779296875,4275.72021484375,5660.77978515625,5312.83984375,,1686.3599853515625,,19215.779296875,47421.12109375,934.1199951171876,19467.400390625,11283.1904296875,,1370.699951171875,3064.85009765625,3303.330078125,,,10.579999923706056,2455.3701171875
2017-01-29,,,,5714.2998046875,5661.5,,,,,,,,,,,,,,,,,,,,,,,7085.56005859375,,,,,,,
2017-01-30,,,2234.139892578125,5675.0,5620.89990234375,3564.949951171875,27849.560546875,709.219970703125,64302.0,19971.130859375,4784.64013671875,7118.5,11681.8896484375,2280.89990234375,15405.099609375,,4209.77978515625,5613.7099609375,5302.662109375,,,,18777.5,47091.8203125,923.6199951171876,19368.849609375,11205.240234375,7050.75,1352.3299560546875,,3262.719970703125,1240.739990234375,,11.880000114440918,2417.52001953125
2017-01-31,,,2217.389892578125,5704.0,5653.2001953125,3542.27001953125,27655.9609375,709.3800048828125,64671.0,19864.08984375,4748.89990234375,7099.2001953125,11535.3095703125,2278.8701171875,15386.0,,4199.5,5614.7900390625,5294.10302734375,,1671.5400390625,2067.570068359375,19062.58984375,47001.05859375,916.7000122070312,19041.33984375,11222.9599609375,7055.509765625,1361.8199462890625,3046.800048828125,3230.679931640625,1242.9599609375,,11.989999771118164,2436.18994140625
