date,oil,gold,silver
2017-05-12,47.84000015258789,1226.199951171875,16.34600067138672
2017-05-15,48.849998474121094,1228.5999755859375,16.56100082397461
2017-05-16,48.65999984741211,1235.0,16.69300079345703
2017-05-17,49.06999969482422,1257.5,16.851999282836914
2017-05-18,49.349998474121094,1251.699951171875,16.621000289916992
2017-05-19,50.33000183105469,1252.699951171875,16.75
2017-05-22,50.72999954223633,1260.699951171875,17.14299964904785
2017-05-23,51.470001220703125,1254.800048828125,17.090999603271484
2017-05-24,51.36000061035156,1252.4000244140625,17.07699966430664
2017-05-25,48.900001525878906,1255.800048828125,17.152000427246094
2017-05-26,49.79999923706055,1267.5999755859375,17.283000946044922
2017-05-30,49.65999984741211,1262.0999755859375,17.38800048828125
2017-05-31,48.31999969482422,1272.0,17.368000030517578
2017-06-01,48.36000061035156,1267.0,17.243000030517578
2017-06-02,47.65999984741211,1276.800048828125,17.48699951171875
2017-06-05,47.400001525878906,1279.300048828125,17.547000885009766
2017-06-06,48.189998626708984,1294.4000244140625,17.677000045776367
2017-06-07,45.720001220703125,1290.0999755859375,17.586999893188477
2017-06-08,45.63999938964844,1276.300048828125,17.384000778198242
2017-06-09,45.83000183105469,1268.5,17.19300079345703
2017-06-12,46.08000183105469,1266.0999755859375,16.913999557495117
2017-06-13,46.459999084472656,1265.800048828125,16.738000869750977
2017-06-14,44.72999954223633,1272.800048828125,17.10700035095215
2017-06-15,44.459999084472656,1252.199951171875,16.69099998474121
2017-06-16,44.7400016784668,1254.0,16.63599967956543
2017-06-19,44.20000076293945,1244.199951171875,16.482999801635742
2017-06-20,43.22999954223633,1241.0,16.398000717163086
2017-06-21,42.529998779296875,1243.4000244140625,16.354999542236328
2017-06-22,42.7400016784668,1247.5999755859375,16.489999771118164
2017-06-23,43.0099983215332,1256.199951171875,16.628000259399414
2017-06-26,43.380001068115234,1246.300048828125,16.559999465942383
2017-06-27,44.2400016784668,1246.4000244140625,16.576000213623047
2017-06-28,44.7400016784668,1248.0,16.71500015258789
2017-06-29,44.93000030517578,1244.199951171875,16.586000442504883
2017-06-30,46.040000915527344,1240.699951171875,16.56800079345703
2017-07-03,47.06999969482422,1217.9000244140625,16.03700065612793
2017-07-05,45.130001068115234,1220.4000244140625,15.842000007629395
2017-07-06,45.52000045776367,1222.199951171875,15.927000045776367
2017-07-07,44.22999954223633,1208.5999755859375,15.371000289916992
2017-07-10,44.400001525878906,1212.0999755859375,15.57699966430664
2017-07-11,45.040000915527344,1213.5999755859375,15.696999549865723
2017-07-12,45.4900016784668,1218.0999755859375,15.83899974822998
2017-07-13,46.08000183105469,1216.300048828125,15.642000198364258
2017-07-14,46.540000915527344,1226.5999755859375,15.883999824523926
2017-07-17,46.02000045776367,1232.800048828125,16.049999237060547
2017-07-18,46.400001525878906,1241.0999755859375,16.222000122070312
2017-07-19,47.119998931884766,1241.199951171875,16.250999450683594
2017-07-20,46.790000915527344,1244.800048828125,16.298999786376953
2017-07-21,45.77000045776367,1254.300048828125,16.40999984741211
2017-07-24,46.34000015258789,1253.9000244140625,16.398000717163086
2017-07-25,47.88999938964844,1251.699951171875,16.496999740600586
2017-07-26,48.75,1249.0,16.415000915527344
2017-07-27,49.040000915527344,1259.5999755859375,16.52899932861328
2017-07-28,49.709999084472656,1268.4000244140625,16.663999557495117
2017-07-31,50.16999816894531,1266.5999755859375,16.75
2017-08-01,49.15999984741211,1272.5999755859375,16.72800064086914
2017-08-02,49.59000015258789,1271.800048828125,16.69700050354004
2017-08-03,49.029998779296875,1267.800048828125,16.5939998626709
2017-08-04,49.58000183105469,1258.300048828125,16.222000122070312
2017-08-07,49.38999938964844,1258.199951171875,16.22100067138672
2017-08-08,49.16999816894531,1256.4000244140625,16.360000610351562
2017-08-09,49.560001373291016,1273.0,16.833999633789062
2017-08-10,48.59000015258789,1283.699951171875,17.035999298095703
2017-08-11,48.81999969482422,1287.699951171875,17.041000366210938
2017-08-14,47.59000015258789,1284.199951171875,17.093000411987305
2017-08-15,47.54999923706055,1273.699951171875,16.690000534057617
2017-08-16,46.779998779296875,1276.9000244140625,16.91699981689453
2017-08-17,47.09000015258789,1286.4000244140625,17.030000686645508
2017-08-18,48.5099983215332,1285.699951171875,16.979999542236328
2017-08-21,47.369998931884766,1290.800048828125,16.9950008392334
2017-08-22,47.63999938964844,1285.0999755859375,16.961999893188477
2017-08-23,48.40999984741211,1288.9000244140625,17.031999588012695
2017-08-24,47.43000030517578,1286.5,16.95199966430664
2017-08-25,47.869998931884766,1292.5,17.038000106811523
2017-08-28,46.56999969482422,1309.699951171875,17.430999755859375
2017-08-29,46.439998626708984,1313.0999755859375,17.422000885009766
2017-08-30,45.959999084472656,1308.0999755859375,17.40399932861328
2017-08-31,47.22999954223633,1316.199951171875,17.479999542236328
2017-09-01,47.290000915527344,1324.5,17.7189998626709
2017-09-05,48.65999984741211,1339.199951171875,17.844999313354492
2017-09-06,49.15999984741211,1333.9000244140625,17.81599998474121
2017-09-07,49.09000015258789,1345.0999755859375,18.016000747680664
2017-09-08,47.47999954223633,1346.0,18.027000427246094
2017-09-11,48.06999969482422,1331.0,17.80699920654297
2017-09-12,48.22999954223633,1328.0,17.795000076293945
2017-09-13,49.29999923706055,1323.4000244140625,17.77199935913086
2017-09-14,49.88999938964844,1324.699951171875,17.697999954223633
2017-09-15,49.88999938964844,1320.4000244140625,17.611000061035156
2017-09-18,49.90999984741211,1306.300048828125,17.070999145507812
2017-09-19,49.47999954223633,1306.199951171875,17.19499969482422
2017-09-20,50.40999984741211,1312.0,17.250999450683594
2017-09-21,50.54999923706055,1290.5999755859375,16.937000274658203
2017-09-22,50.65999984741211,1293.300048828125,16.902999877929688
2017-09-25,52.220001220703125,1306.800048828125,17.05900001525879
2017-09-26,51.880001068115234,1297.0,16.804000854492188
2017-09-27,52.13999938964844,1283.4000244140625,16.74799919128418
2017-09-28,51.560001373291016,1285.5,16.773000717163086
2017-09-29,51.66999816894531,1281.5,16.60700035095215
2017-10-02,50.58000183105469,1272.699951171875,16.584999084472656
2017-10-03,50.41999816894531,1271.5,16.58099937438965
2017-10-04,49.97999954223633,1273.699951171875,16.562999725341797
2017-10-05,50.790000915527344,1269.9000244140625,16.582000732421875
2017-10-06,49.290000915527344,1271.5999755859375,16.733999252319336
2017-10-09,49.58000183105469,1281.800048828125,16.916000366210938
2017-10-10,50.91999816894531,1290.5999755859375,17.155000686645508
2017-10-11,51.29999923706055,1285.800048828125,17.08099937438965
2017-10-12,50.599998474121094,1293.300048828125,17.211000442504883
2017-10-13,51.45000076293945,1301.5,17.354999542236328
2017-10-16,51.869998931884766,1299.9000244140625,17.315000534057617
2017-10-17,51.880001068115234,1283.0,16.98699951171875
2017-10-18,52.040000915527344,1279.9000244140625,16.94300079345703
2017-10-19,51.290000915527344,1286.9000244140625,17.201000213623047
2017-10-20,51.470001220703125,1277.4000244140625,17.02199935913086
2017-10-23,51.900001525878906,1277.699951171875,17.02400016784668
2017-10-24,52.470001220703125,1275.0,16.906999588012695
2017-10-25,52.18000030517578,1275.4000244140625,16.868000030517578
2017-10-26,52.63999938964844,1266.300048828125,16.763999938964844
2017-10-27,53.900001525878906,1268.5,16.70199966430664
2017-10-30,54.150001525878906,1274.0999755859375,16.802000045776367
2017-10-31,54.380001068115234,1267.0,16.645000457763672
2017-11-01,54.29999923706055,1274.0999755859375,17.131999969482422
2017-11-02,54.540000915527344,1274.9000244140625,17.0939998626709
2017-11-03,55.63999938964844,1266.5,16.79400062561035
2017-11-06,57.349998474121094,1279.4000244140625,17.19499969482422
2017-11-07,57.20000076293945,1273.699951171875,16.905000686645508
2017-11-08,56.810001373291016,1281.5999755859375,17.106000900268555
2017-11-09,57.16999816894531,1285.5999755859375,16.94300079345703
2017-11-10,56.7400016784668,1272.4000244140625,16.8439998626709
2017-11-13,56.7599983215332,1277.300048828125,17.023000717163086
2017-11-14,55.70000076293945,1281.5,17.052000045776367
2017-11-15,55.33000183105469,1276.5,16.950000762939453
2017-11-16,55.13999938964844,1277.4000244140625,17.055999755859375
2017-11-17,56.54999923706055,1295.800048828125,17.357999801635742
2017-11-20,56.09000015258789,1274.5999755859375,16.82699966430664
2017-11-21,56.83000183105469,1281.0999755859375,16.948999404907227
2017-11-22,58.02000045776367,1291.5999755859375,17.10099983215332
2017-11-24,58.95000076293945,1286.699951171875,16.981000900268555
2017-11-27,58.11000061035156,1293.800048828125,17.009000778198242
2017-11-28,57.9900016784668,1294.699951171875,16.81100082397461
2017-11-29,57.29999923706055,1282.0999755859375,16.457000732421875
2017-11-30,57.400001525878906,1273.199951171875,16.381999969482422
2017-12-01,58.36000061035156,1278.800048828125,16.297000885009766
2017-12-04,57.470001220703125,1274.300048828125,16.284000396728516
2017-12-05,57.619998931884766,1261.5999755859375,15.972999572753906
2017-12-06,55.959999084472656,1262.800048828125,15.868000030517578
2017-12-07,56.689998626708984,1249.800048828125,15.71500015258789
2017-12-08,57.36000061035156,1245.199951171875,15.736000061035156
2017-12-11,57.9900016784668,1243.699951171875,15.696999549865723
2017-12-12,57.13999938964844,1238.5,15.581999778747559
2017-12-13,56.599998474121094,1245.4000244140625,15.784000396728516
2017-12-14,57.040000915527344,1253.800048828125,15.850000381469727
2017-12-15,57.29999923706055,1254.300048828125,15.977999687194824
2017-12-18,57.15999984741211,1262.199951171875,16.1200008392334
2017-12-19,57.459999084472656,1260.699951171875,16.06599998474121
2017-12-20,58.09000015258789,1266.0999755859375,16.187999725341797
2017-12-21,58.36000061035156,1267.300048828125,16.152000427246094
2017-12-22,58.470001220703125,1275.4000244140625,16.35700035095215
2017-12-26,59.970001220703125,1284.0999755859375,16.520000457763672
2017-12-27,59.63999938964844,1287.0,16.618999481201172
2017-12-28,59.84000015258789,1294.0999755859375,16.832000732421875
2017-12-29,60.41999816894531,1306.300048828125,17.059999465942383
2018-01-02,60.369998931884766,1313.699951171875,17.121000289916992
2018-01-03,61.630001068115234,1316.199951171875,17.184999465942383
2018-01-04,62.0099983215332,1319.4000244140625,17.18899917602539
2018-01-05,61.439998626708984,1320.300048828125,17.204999923706055
2018-01-08,61.72999954223633,1318.5999755859375,17.06399917602539
2018-01-09,62.959999084472656,1311.699951171875,16.93600082397461
2018-01-10,63.56999969482422,1317.4000244140625,16.96299934387207
2018-01-11,63.79999923706055,1320.5999755859375,16.893999099731445
2018-01-12,64.30000305175781,1333.4000244140625,17.069000244140625
2018-01-16,63.72999954223633,1335.4000244140625,17.121999740600586
2018-01-17,63.970001220703125,1338.0,17.104999542236328
2018-01-18,63.95000076293945,1326.0,16.89299964904785
2018-01-19,63.369998931884766,1331.9000244140625,16.975000381469727
2018-01-22,63.4900016784668,1330.9000244140625,16.930999755859375
2018-01-23,64.47000122070312,1335.699951171875,16.854999542236328
2018-01-24,65.61000061035156,1355.9000244140625,17.424999237060547
2018-01-25,65.51000213623047,1362.4000244140625,17.551000595092773
2018-01-26,66.13999938964844,1351.5999755859375,17.381999969482422
2018-01-29,65.55999755859375,,
2018-01-30,64.5,1335.4000244140625,17.01300048828125
2018-01-31,64.7300033569336,1339.0,17.20400047302246
2018-02-01,65.80000305175781,1344.300048828125,17.118000030517578
2018-02-02,65.44999694824219,1333.699951171875,16.676000595092773
2018-02-05,64.1500015258789,1333.0,16.638999938964844
2018-02-06,63.38999938964844,1326.0999755859375,16.54800033569336
2018-02-07,61.790000915527344,1311.5999755859375,16.20599937438965
2018-02-08,61.150001525878906,1316.9000244140625,16.31399917602539
2018-02-09,59.20000076293945,1313.0999755859375,16.115999221801758
2018-02-12,59.290000915527344,1324.199951171875,16.54800033569336
2018-02-13,59.189998626708984,1328.0999755859375,16.506999969482422
2018-02-14,60.599998474121094,1355.5,16.857999801635742
2018-02-15,61.34000015258789,1352.0999755859375,16.777000427246094
2018-02-16,61.68000030517578,1353.199951171875,16.69499969482422
2018-02-20,61.900001525878906,1328.800048828125,16.424999237060547
2018-02-21,61.68000030517578,1330.0,16.604000091552734
2018-02-22,62.77000045776367,1330.5999755859375,16.57900047302246
2018-02-23,63.54999923706055,1328.199951171875,16.47599983215332
2018-02-26,63.90999984741211,1330.699951171875,16.54199981689453
2018-02-27,63.0099983215332,1315.5,16.34600067138672
2018-02-28,61.63999938964844,1315.5,16.323999404907227
2018-03-01,60.9900016784668,1302.9000244140625,16.200000762939453
2018-03-02,61.25,1321.0999755859375,16.392000198364258
2018-03-05,62.56999969482422,1318.0999755859375,16.33799934387207
2018-03-06,62.599998474121094,1333.5999755859375,16.71500015258789
2018-03-07,61.150001525878906,1326.0,16.42799949645996
2018-03-08,60.119998931884766,1319.9000244140625,16.43600082397461
2018-03-09,62.040000915527344,1322.4000244140625,16.54599952697754
2018-03-12,61.36000061035156,1319.4000244140625,16.47100067138672
2018-03-13,60.709999084472656,1325.9000244140625,16.55900001525879
2018-03-14,60.959999084472656,1324.4000244140625,16.466999053955078
2018-03-15,61.189998626708984,1316.800048828125,16.35300064086914
2018-03-16,62.34000015258789,1311.300048828125,16.20199966430664
2018-03-19,62.060001373291016,1316.800048828125,16.2549991607666
2018-03-20,63.400001525878906,1311.0999755859375,16.125
2018-03-21,65.16999816894531,1320.699951171875,16.35700035095215
2018-03-22,64.30000305175781,1326.5999755859375,16.327999114990234
2018-03-23,65.87999725341797,1349.300048828125,16.530000686645508
2018-03-26,65.55000305175781,1354.4000244140625,16.631999969482422
2018-03-27,65.25,1341.300048828125,16.48900032043457
2018-03-28,64.37999725341797,1324.199951171875,16.204999923706055
2018-03-29,64.94000244140625,1322.800048828125,16.222999572753906
2018-04-02,63.0099983215332,1342.0999755859375,16.62700080871582
2018-04-03,63.5099983215332,1332.800048828125,16.347000122070312
2018-04-04,63.369998931884766,1335.800048828125,16.208999633789062
2018-04-05,63.540000915527344,1324.300048828125,16.31999969482422
2018-04-06,62.060001373291016,1331.9000244140625,16.332000732421875
2018-04-09,63.41999816894531,1336.300048828125,16.499000549316406
2018-04-10,65.51000213623047,1342.0,16.56599998474121
2018-04-11,66.81999969482422,1356.5,16.738000869750977
2018-04-12,67.06999969482422,1338.4000244140625,16.44300079345703
2018-04-13,67.38999938964844,1344.800048828125,16.628000259399414
2018-04-16,66.22000122070312,1347.5,16.66200065612793
2018-04-17,66.5199966430664,1347.199951171875,16.77199935913086
2018-04-18,68.47000122070312,1351.199951171875,17.231000900268555
2018-04-19,68.29000091552734,1346.800048828125,17.222000122070312
2018-04-20,68.37999725341797,1336.699951171875,17.14699935913086
2018-04-23,68.63999938964844,1322.5,16.570999145507812
2018-04-24,67.69999694824219,1331.4000244140625,16.687000274658203
2018-04-25,68.05000305175781,1321.199951171875,16.486000061035156
2018-04-26,68.19000244140625,1316.300048828125,16.488000869750977
2018-04-27,68.0999984741211,1320.300048828125,16.4060001373291
2018-04-30,68.56999969482422,1316.199951171875,16.312000274658203
2018-05-01,67.25,1303.800048828125,16.038999557495117
2018-05-02,67.93000030517578,1302.5999755859375,16.291000366210938
2018-05-03,68.43000030517578,1310.699951171875,16.36199951171875
2018-05-04,69.72000122070312,1312.699951171875,16.43400001525879
2018-05-07,70.7300033569336,1312.199951171875,16.413000106811523
2018-05-08,69.05999755859375,1312.0,16.38800048828125
2018-05-09,71.13999938964844,1311.300048828125,16.45800018310547
2018-05-10,71.36000061035156,1320.800048828125,16.68000030517578
2018-05-11,70.69999694824219,1319.0,16.676000595092773
2018-05-14,70.95999908447266,1316.5,16.56999969482422
2018-05-15,71.30999755859375,1288.9000244140625,16.194000244140625
2018-05-16,71.48999786376953,1290.199951171875,16.297000885009766
2018-05-17,71.48999786376953,1288.199951171875,16.413000106811523
2018-05-18,71.27999877929688,1290.199951171875,16.386999130249023
2018-05-21,72.23999786376953,1290.199951171875,16.45199966430664
2018-05-22,72.12999725341797,1291.699951171875,16.507999420166016
2018-05-23,71.83999633789062,1289.300048828125,16.33799934387207
2018-05-24,70.70999908447266,1303.699951171875,16.621000289916992
2018-05-25,67.87999725341797,1303.300048828125,16.481000900268555
2018-05-29,66.7300033569336,1298.699951171875,16.30500030517578
2018-05-30,68.20999908447266,1301.5,16.479000091552734
2018-05-31,67.04000091552734,1300.0999755859375,16.402000427246094
2018-06-01,65.80999755859375,1294.800048828125,16.38800048828125
2018-06-04,64.75,1293.0999755859375,16.378999710083008
2018-06-05,65.5199966430664,1297.5,16.490999221801758
2018-06-06,64.7300033569336,1297.0999755859375,16.642000198364258
2018-06-07,65.94999694824219,1298.699951171875,16.766000747680664
2018-06-08,65.73999786376953,1298.0999755859375,16.694000244140625
2018-06-11,66.0999984741211,1298.9000244140625,16.905000686645508
2018-06-12,66.36000061035156,1295.0999755859375,16.849000930786133
2018-06-13,66.63999938964844,1296.9000244140625,16.952999114990234
2018-06-14,66.88999938964844,1304.0,17.22599983215332
2018-06-15,65.05999755859375,1274.5999755859375,16.45199966430664
2018-06-18,65.8499984741211,1276.199951171875,16.41200065612793
2018-06-19,65.06999969482422,1275.5999755859375,16.30299949645996
2018-06-20,66.22000122070312,1271.199951171875,16.288999557495117
2018-06-21,65.54000091552734,1267.199951171875,16.305999755859375
2018-06-22,68.58000183105469,1267.4000244140625,16.43899917602539
2018-06-25,68.08000183105469,1265.5999755859375,16.308000564575195
2018-06-26,70.52999877929688,1256.5999755859375,16.238000869750977
2018-06-27,72.76000213623047,1252.800048828125,16.138999938964844
2018-06-28,73.44999694824219,1247.800048828125,15.951000213623047
2018-06-29,74.1500015258789,1251.300048828125,16.104000091552734
2018-07-02,73.94000244140625,1239.800048828125,15.744000434875488
2018-07-03,74.13999938964844,1251.5999755859375,15.95199966430664
2018-07-05,72.94000244140625,1257.300048828125,16.007999420166016
2018-07-06,73.80000305175781,1254.300048828125,15.980999946594238
2018-07-09,73.8499984741211,1258.0999755859375,16.05299949645996
2018-07-10,74.11000061035156,1253.800048828125,16.003000259399414
2018-07-11,70.37999725341797,1242.800048828125,15.732000350952148
2018-07-12,70.33000183105469,1245.0,15.89799976348877
2018-07-13,71.01000213623047,1239.5999755859375,15.73900032043457
2018-07-16,68.05999755859375,1238.0999755859375,15.734999656677246
2018-07-17,68.08000183105469,1225.699951171875,15.545999526977539
2018-07-18,68.76000213623047,1226.300048828125,15.503000259399414
2018-07-19,69.45999908447266,1222.4000244140625,15.34000015258789
2018-07-20,70.45999908447266,1229.5,15.489999771118164
2018-07-23,67.88999938964844,1224.0,15.368000030517578
2018-07-24,68.5199966430664,1223.9000244140625,15.463000297546387
2018-07-25,69.30000305175781,1231.4000244140625,15.532999992370605
2018-07-26,69.61000061035156,1225.300048828125,15.437999725341797
2018-07-27,68.69000244140625,1222.5999755859375,15.435999870300293
2018-07-30,70.12999725341797,1221.300048828125,15.475000381469727
2018-07-31,68.76000213623047,1223.699951171875,15.5
2018-08-01,67.66000366210938,1217.9000244140625,15.394000053405762
2018-08-02,68.95999908447266,1210.5999755859375,15.329000473022461
2018-08-03,68.48999786376953,1214.199951171875,15.406000137329102
2018-08-06,69.01000213623047,1208.5999755859375,15.291999816894531
2018-08-07,69.16999816894531,1209.5999755859375,15.317000389099121
2018-08-08,66.94000244140625,1212.5999755859375,15.37600040435791
2018-08-09,66.80999755859375,1211.9000244140625,15.418999671936035
2018-08-10,67.62999725341797,1211.0999755859375,15.265999794006348
2018-08-13,67.19999694824219,1191.300048828125,14.95300006866455
2018-08-14,67.04000091552734,1193.0,15.024999618530273
2018-08-15,65.01000213623047,1177.5,14.420999526977539
2018-08-16,65.45999908447266,1176.199951171875,14.696999549865723
2018-08-17,65.91000366210938,1176.5,14.616000175476074
2018-08-20,66.43000030517578,1186.800048828125,14.654999732971191
2018-08-21,67.3499984741211,1192.5999755859375,14.75100040435791
2018-08-22,67.86000061035156,1196.300048828125,14.734999656677246
2018-08-23,67.83000183105469,1187.0,14.527000427246094
2018-08-24,68.72000122070312,1206.300048828125,14.779000282287598
2018-08-27,68.87000274658203,1209.0,14.843999862670898
2018-08-28,68.52999877929688,1207.4000244140625,14.767000198364258
2018-08-29,69.51000213623047,1204.5,14.687999725341797
2018-08-30,70.25,1197.699951171875,14.47700023651123
2018-08-31,69.80000305175781,1200.300048828125,14.437999725341797
2018-09-04,69.87000274658203,1192.699951171875,14.060999870300293
2018-09-05,68.72000122070312,1194.9000244140625,14.118000030517578
2018-09-06,67.7699966430664,1197.9000244140625,14.074999809265137
2018-09-07,67.75,1193.5999755859375,14.067000389099121
2018-09-10,67.54000091552734,1193.0,14.079000473022461
2018-09-11,69.25,1195.4000244140625,14.052000045776367
2018-09-12,70.37000274658203,1204.699951171875,14.192000389099121
2018-09-13,68.58999633789062,1202.0,14.142999649047852
2018-09-14,68.98999786376953,1195.0,14.041999816894531
2018-09-17,68.91000366210938,1199.699951171875,14.121999740600586
2018-09-18,69.8499984741211,1196.800048828125,14.083999633789062
2018-09-19,71.12000274658203,1202.199951171875,14.189000129699707
2018-09-20,70.80000305175781,1206.199951171875,14.21500015258789
2018-09-21,70.77999877929688,1196.199951171875,14.269000053405762
2018-09-24,72.08000183105469,1199.300048828125,14.25100040435791
2018-09-25,72.27999877929688,1200.0,14.39799976348877
2018-09-26,71.56999969482422,1194.0,14.305000305175781
2018-09-27,72.12000274658203,1182.300048828125,14.201000213623047
2018-09-28,73.25,1191.5,14.623000144958496
2018-10-01,75.30000305175781,1187.0999755859375,14.42199993133545
2018-10-02,75.2300033569336,1202.4000244140625,14.609999656677246
2018-10-03,76.41000366210938,1198.300048828125,14.59000015258789
2018-10-04,74.33000183105469,1197.199951171875,14.510000228881836
2018-10-05,74.33999633789062,1201.199951171875,14.569000244140625
2018-10-08,74.29000091552734,1184.4000244140625,14.258999824523926
2018-10-09,74.95999908447266,1187.199951171875,14.329000473022461
2018-10-10,73.16999816894531,1189.300048828125,14.255000114440918
2018-10-11,70.97000122070312,1223.5,14.53499984741211
2018-10-12,71.33999633789062,1218.0999755859375,14.564000129699707
2018-10-15,71.77999877929688,1226.4000244140625,14.656000137329102
2018-10-16,71.91999816894531,1227.300048828125,14.630000114440918
2018-10-17,69.75,1223.699951171875,14.592000007629395
2018-10-18,68.6500015258789,1226.5,14.532999992370605
2018-10-19,69.12000274658203,1225.300048828125,14.579000473022461
2018-10-22,69.16999816894531,1221.199951171875,14.522000312805176
2018-10-23,66.43000030517578,1233.4000244140625,14.727999687194824
